#    x           mean          stddev
  940.00     0.00000000     0.00000000
  950.00     0.00000000     0.00000000
  960.00     0.00000000     0.00000000
  970.00     0.00000000     0.00000000
  980.00     0.00000000     0.00000000
  990.00     0.00000000     0.00000000
 1000.00     0.00000000     0.00000000
 1010.00     0.00000000     0.00000000
 1020.00     0.00000000     0.00000000
 1030.00     0.00000000     0.00000000
 1040.00     0.00000000     0.00000000
 1050.00     0.00000000     0.00000000
 1060.00     0.00000000     0.00000000
 1070.00     0.00000000     0.00000000
 1080.00     0.00000000     0.00000000
 1090.00     0.00000000     0.00000000
 1100.00     0.00000000     0.00000000
 1110.00     0.00000000     0.00000000
 1120.00     0.00000000     0.00000000
 1130.00     0.00000000     0.00000000
 1140.00     0.00000000     0.00000000
 1150.00     0.00000000     0.00000000
 1160.00     0.00000000     0.00000000
 1170.00     0.00000000     0.00000000
 1180.00     0.00000000     0.00000000
 1190.00     0.00000000     0.00000000
 1200.00     0.00000000     0.00000000
 1210.00     0.00000000     0.00000000
 1220.00     0.00000000     0.00000000
 1230.00     0.00000000     0.00000000
 1240.00     0.00000000     0.00000000
 1250.00     0.00000000     0.00000000
 1260.00     0.00000000     0.00000000
 1270.00     0.00000000     0.00000000
 1280.00     0.00000000     0.00000000
 1290.00     0.00000000     0.00000000
 1300.00     0.00000000     0.00000000
 1310.00     0.00000000     0.00000000
 1320.00     0.00000000     0.00000000
 1330.00     0.00000000     0.00000000
 1340.00     0.00000000     0.00000000
 1350.00     0.00000000     0.00000000
 1360.00     0.00000000     0.00000000
 1370.00     0.00000000     0.00000000
 1380.00     0.00000000     0.00000000
 1390.00     0.00000000     0.00000000
 1400.00     0.00000000     0.00000000
 1410.00     0.00000000     0.00000000
 1420.00     0.00000000     0.00000000
 1430.00     0.00000000     0.00000000
 1440.00     0.00000000     0.00000000
 1450.00     0.00000000     0.00000000
 1460.00     0.00000000     0.00000000
 1470.00     0.00000000     0.00000000
 1480.00     0.00000000     0.00000000
 1490.00     0.00000000     0.00000000
 1500.00     0.00000000     0.00000000
 1510.00     0.00000000     0.00000000
 1520.00     0.00000000     0.00000000
 1530.00     0.00000000     0.00000000
 1540.00     0.00000000     0.00000000
 1550.00     0.00000000     0.00000000
 1560.00     0.00000000     0.00000000
 1570.00     0.00000000     0.00000000
 1580.00     0.00000000     0.00000000
 1590.00     0.00000000     0.00000000
 1600.00     0.00000000     0.00000000
 1610.00     0.00000000     0.00000000
 1620.00     0.00000000     0.00000000
 1630.00     0.00000000     0.00000000
 1640.00     0.00000000     0.00000000
 1650.00     0.00000000     0.00000000
 1660.00     0.00000000     0.00000000
 1670.00     0.00000000     0.00000000
 1680.00     0.00000000     0.00000000
 1690.00     0.00000000     0.00000000
 1700.00     0.00000000     0.00000000
 1710.00     0.00000000     0.00000000
 1720.00     0.00000000     0.00000000
 1730.00     0.00000000     0.00000000
 1740.00     0.00000000     0.00000000
 1750.00     0.00000000     0.00000000
 1760.00     0.00000000     0.00000000
 1770.00     0.00000000     0.00000000
 1780.00     0.00000000     0.00000000
 1790.00     0.00000000     0.00000000
 1800.00     0.00000000     0.00000000
 1810.00     0.00000000     0.00000000
 1820.00     0.00000000     0.00000000
 1830.00     0.00000000     0.00000000
 1840.00     0.00000000     0.00000000
 1850.00     0.00000000     0.00000000
 1860.00     0.00000000     0.00000000
 1870.00     0.00000000     0.00000000
 1880.00     0.00000000     0.00000000
 1890.00     0.00000000     0.00000000
 1900.00     0.00000000     0.00000000
 1910.00     0.00000000     0.00000000
 1920.00     0.00000000     0.00000000
 1930.00     0.00000000     0.00000000
 1940.00     0.00000000     0.00000000
 1950.00     0.00000000     0.00000000
 1960.00     0.00000000     0.00000000
 1970.00     0.00000000     0.00000000
 1980.00     0.00000000     0.00000000
 1990.00     0.00000000     0.00000000
 2000.00     0.00000000     0.00000000
 2010.00     0.00000000     0.00000000
 2020.00     0.00000000     0.00000000
 2030.00     0.00000000     0.00000000
 2040.00     0.00000000     0.00000000
 2050.00     0.00000000     0.00000000
 2060.00     0.00000000     0.00000000
 2070.00     0.00000000     0.00000000
 2080.00     0.00000000     0.00000000
 2090.00     0.00000000     0.00000000
 2100.00     0.00000000     0.00000000
 2110.00     0.00000000     0.00000000
 2120.00     0.00000000     0.00000000
 2130.00     0.00000000     0.00000000
 2140.00     0.00000000     0.00000000
 2150.00     0.00000000     0.00000000
 2160.00     0.00000000     0.00000000
 2170.00     0.00000000     0.00000000
 2180.00     0.00000000     0.00000000
 2190.00     0.00000000     0.00000000
 2200.00     0.00000000     0.00000000
 2210.00     0.00000000     0.00000000
 2220.00     0.00000000     0.00000000
 2230.00     0.00000000     0.00000000
 2240.00     0.00000000     0.00000000
 2250.00     0.00000000     0.00000000
 2260.00     0.00000000     0.00000000
 2270.00     0.00000000     0.00000000
 2280.00     0.00000000     0.00000000
 2290.00     0.00000000     0.00000000
 2300.00     0.00000000     0.00000000
 2310.00     0.00000000     0.00000000
 2320.00     0.00000000     0.00000000
 2330.00     0.00000000     0.00000000
 2340.00     0.00000000     0.00000000
 2350.00     0.00000000     0.00000000
 2360.00     0.00000000     0.00000000
 2370.00     0.00000000     0.00000000
 2380.00     0.00000000     0.00000000
 2390.00     0.00000000     0.00000000
 2400.00     0.00000000     0.00000000
 2410.00     0.00000000     0.00000000
 2420.00     0.00000000     0.00000000
 2430.00     0.00000000     0.00000000
 2440.00     0.00000000     0.00000000
 2450.00     0.00000000     0.00000000
 2460.00     0.00000000     0.00000000
 2470.00     0.00000000     0.00000000
 2480.00     0.00000000     0.00000000
 2490.00     0.00000000     0.00000000
 2500.00     0.00000000     0.00000000
 2510.00     0.00000000     0.00000000
 2520.00     0.00000000     0.00000000
 2530.00     0.00000000     0.00000000
 2540.00     0.00000000     0.00000000
 2550.00     0.00000000     0.00000000
 2560.00     0.00000000     0.00000000
 2570.00     0.00000000     0.00000000
 2580.00     0.00000000     0.00000000
 2590.00     0.00000000     0.00000000
 2600.00     0.00000000     0.00000000
 2610.00     0.00000000     0.00000000
 2620.00     0.00000000     0.00000000
 2630.00     0.00000000     0.00000000
 2640.00     0.00000000     0.00000000
 2650.00     0.00000000     0.00000000
 2660.00     0.00000000     0.00000000
 2670.00     0.00000000     0.00000000
 2680.00     0.00000000     0.00000000
 2690.00     0.00000000     0.00000000
 2700.00     0.00000000     0.00000000
 2710.00     0.00000000     0.00000000
 2720.00     0.00000000     0.00000000
 2730.00     0.00000000     0.00000000
 2740.00     0.00000000     0.00000000
 2750.00     0.00000000     0.00000000
 2760.00     0.00000000     0.00000000
 2770.00     0.00000000     0.00000000
 2780.00     0.00000000     0.00000000
 2790.00     0.00000000     0.00000000
 2800.00     0.00000000     0.00000000
 2810.00     0.00000000     0.00000000
 2820.00     0.00000000     0.00000000
 2830.00     0.00000000     0.00000000
 2840.00     0.00000000     0.00000000
 2850.00     0.00000000     0.00000000
 2860.00     0.00000000     0.00000000
 2870.00     0.00000000     0.00000000
 2880.00     0.00000000     0.00000000
 2890.00     0.00000000     0.00000000
 2900.00     0.00000000     0.00000000
 2910.00     0.00000000     0.00000000
 2920.00     0.00000000     0.00000000
 2930.00     0.00000000     0.00000000
 2940.00     0.00000000     0.00000000
 2950.00     0.00000000     0.00000000
 2960.00     0.00000000     0.00000000
 2970.00     0.00000000     0.00000000
 2980.00     0.00000000     0.00000000
 2990.00     0.00000000     0.00000000
 3000.00     0.00000000     0.00000000
 3010.00     0.00000000     0.00000000
 3020.00     0.00000000     0.00000000
 3030.00     0.00000000     0.00000000
 3040.00     0.00000000     0.00000000
 3050.00     0.00000000     0.00000000
 3060.00     0.00000000     0.00000000
 3070.00     0.00000000     0.00000000
 3080.00     0.00000000     0.00000000
 3090.00     0.00000000     0.00000000
 3100.00     0.00000000     0.00000000
 3110.00     0.00000000     0.00000000
 3120.00     0.00000000     0.00000000
 3130.00     0.00000000     0.00000000
 3140.00     0.00000000     0.00000000
 3150.00     0.00000000     0.00000000
 3160.00     0.00000000     0.00000000
 3170.00     0.00000000     0.00000000
 3180.00     0.00000000     0.00000000
 3190.00     0.00000000     0.00000000
 3200.00     0.00000000     0.00000000
 3210.00     0.00000000     0.00000000
 3220.00     0.00000000     0.00000000
 3230.00     0.00000000     0.00000000
 3240.00     0.00000000     0.00000000
 3250.00     0.00000000     0.00000000
 3260.00     0.00000000     0.00000000
 3270.00     0.00000000     0.00000000
 3280.00     0.00000000     0.00000000
 3290.00     0.00000000     0.00000000
 3300.00     0.00000000     0.00000000
 3310.00     0.00000000     0.00000000
 3320.00     0.00000000     0.00000000
 3330.00     0.00000000     0.00000000
 3340.00     0.00000000     0.00000000
 3350.00     0.00000000     0.00000000
 3360.00     0.00000000     0.00000000
 3370.00     0.00000000     0.00000000
 3380.00     0.00000000     0.00000000
 3390.00     0.00000000     0.00000000
 3400.00     0.00000000     0.00000000
 3410.00     0.00000000     0.00000000
 3420.00     0.00000000     0.00000000
 3430.00     0.00000000     0.00000000
 3440.00     0.00000000     0.00000000
 3450.00     0.00000000     0.00000000
 3460.00     0.00000000     0.00000000
 3470.00     0.00000000     0.00000000
 3480.00     0.00000000     0.00000000
 3490.00     0.00000000     0.00000000
 3500.00     0.00000000     0.00000000
 3510.00     0.00000000     0.00000000
 3520.00     0.00000000     0.00000000
 3530.00     0.00000000     0.00000000
 3540.00     0.00000000     0.00000000
 3550.00     0.00000000     0.00000000
 3560.00     0.00000000     0.00000000
 3570.00     0.00000000     0.00000000
 3580.00     0.00000000     0.00000000
 3590.00     0.00000000     0.00000000
 3600.00     0.00000000     0.00000000
 3610.00     0.00000000     0.00000000
 3620.00     0.00000000     0.00000000
 3630.00     0.00000000     0.00000000
 3640.00     0.00000000     0.00000000
 3650.00     0.00000000     0.00000000
 3660.00     0.00000000     0.00000000
 3670.00     0.00000000     0.00000000
 3680.00     0.00000000     0.00000000
 3690.00     0.00000000     0.00000000
 3700.00     0.00000000     0.00000000
 3710.00     0.00000000     0.00000000
 3720.00     0.00000000     0.00000000
 3730.00     0.00000000     0.00000000
 3740.00     0.00000000     0.00000000
 3750.00     0.00000000     0.00000000
 3760.00     0.00000000     0.00000000
 3770.00     0.00000000     0.00000000
 3780.00     0.00000000     0.00000000
 3790.00     0.00000000     0.00000000
 3800.00     0.00000000     0.00000000
 3810.00     0.00000000     0.00000000
 3820.00     0.00000000     0.00000000
 3830.00     0.00000000     0.00000000
 3840.00     0.00000000     0.00000000
 3850.00     0.00000000     0.00000000
 3860.00     0.00000000     0.00000000
 3870.00     0.00000000     0.00000000
 3880.00     0.00000000     0.00000000
 3890.00     0.00000000     0.00000000
 3900.00     0.00000000     0.00000000
 3910.00     0.00000000     0.00000000
 3920.00     0.00000000     0.00000000
 3930.00     0.00000000     0.00000000
 3940.00     0.00000000     0.00000000
 3950.00     0.00000000     0.00000000
 3960.00     0.00000000     0.00000000
 3970.00     0.00000000     0.00000000
 3980.00     0.00000000     0.00000000
 3990.00     0.00000000     0.00000000
 4000.00     0.00000000     0.00000000
 4010.00     0.00000000     0.00000000
 4020.00     0.00000000     0.00000000
 4030.00     0.00000000     0.00000000
 4040.00     0.00000000     0.00000000
 4050.00     0.00000000     0.00000000
 4060.00     0.00000000     0.00000000
 4070.00     0.00000000     0.00000000
 4080.00     0.00000000     0.00000000
 4090.00     0.00000000     0.00000000
 4100.00     0.00000000     0.00000000
 4110.00     0.00000000     0.00000000
 4120.00     0.00000000     0.00000000
 4130.00     0.00000000     0.00000000
 4140.00     0.00000000     0.00000000
 4150.00     0.00000000     0.00000000
 4160.00     0.00000000     0.00000000
 4170.00     0.00000000     0.00000000
 4180.00     0.00000000     0.00000000
 4190.00     0.00000000     0.00000000
 4200.00     0.00000000     0.00000000
 4210.00     0.00000000     0.00000000
 4220.00     0.00000000     0.00000000
 4230.00     0.00000000     0.00000000
 4240.00     0.00000000     0.00000000
 4250.00     0.00000000     0.00000000
 4260.00     0.00000000     0.00000000
 4270.00     0.00000000     0.00000000
 4280.00     0.00000000     0.00000000
 4290.00     0.00000000     0.00000000
 4300.00     0.00000000     0.00000000
 4310.00     0.00000000     0.00000000
 4320.00     0.00000000     0.00000000
 4330.00     0.00000000     0.00000000
 4340.00     0.00000000     0.00000000
 4350.00     0.00000000     0.00000000
 4360.00     0.00000000     0.00000000
 4370.00     0.00000000     0.00000000
 4380.00     0.00000000     0.00000000
 4390.00     0.00000000     0.00000000
 4400.00     0.00000000     0.00000000
 4410.00     0.00000000     0.00000000
 4420.00     0.00000000     0.00000000
 4430.00     0.00000000     0.00000000
 4440.00     0.00000000     0.00000000
 4450.00     0.00000000     0.00000000
 4460.00     0.00000000     0.00000000
 4470.00     0.00000000     0.00000000
 4480.00     0.00000000     0.00000000
 4490.00     0.00000000     0.00000000
 4500.00     0.00000000     0.00000000
 4510.00     0.00000000     0.00000000
 4520.00     0.00000000     0.00000000
 4530.00     0.00000000     0.00000000
 4540.00     0.00000000     0.00000000
 4550.00     0.00000000     0.00000000
 4560.00     0.00000000     0.00000000
 4570.00     0.00000000     0.00000000
 4580.00     0.00000000     0.00000000
 4590.00     0.00000000     0.00000000
 4600.00     0.00000000     0.00000000
 4610.00     0.00000000     0.00000000
 4620.00     0.00000000     0.00000000
 4630.00     0.00000000     0.00000000
 4640.00     0.00000000     0.00000000
 4650.00     0.00000000     0.00000000
 4660.00     0.00000000     0.00000000
 4670.00     0.00000000     0.00000000
 4680.00     0.00000000     0.00000000
 4690.00     0.00000000     0.00000000
 4700.00     0.00000000     0.00000000
 4710.00     0.00000000     0.00000000
 4720.00     0.00000000     0.00000000
 4730.00     0.00000000     0.00000000
 4740.00     0.00000000     0.00000000
 4750.00     0.00000000     0.00000000
 4760.00     0.00000000     0.00000000
 4770.00     0.00000000     0.00000000
 4780.00     0.00000000     0.00000000
 4790.00     0.00000000     0.00000000
 4800.00     0.00000000     0.00000000
 4810.00     0.00000000     0.00000000
 4820.00     0.00000000     0.00000000
 4830.00     0.00000000     0.00000000
 4840.00     0.00000000     0.00000000
 4850.00     0.00000000     0.00000000
 4860.00     0.00000000     0.00000000
 4870.00     0.00000000     0.00000000
 4880.00     0.00000000     0.00000000
 4890.00     0.00000000     0.00000000
 4900.00     0.00000000     0.00000000
 4910.00     0.00000000     0.00000000
 4920.00     0.00000000     0.00000000
 4930.00     0.00000000     0.00000000
 4940.00     0.00000000     0.00000000
 4950.00     0.00000000     0.00000000
 4960.00     0.00000000     0.00000000
 4970.00     0.00000000     0.00000000
 4980.00     0.00000000     0.00000000
 4990.00     0.00000000     0.00000000
 5000.00     0.00000000     0.00000000
